Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Revolving_Bal,Avg_Utilization_Ratio,Total_Relationship_Count,Total_Amt_Chng_Q4_Q1,Credit_Limit,Customer_Age,Marital_Status,Attrition_Flag
2417,32,0.509681516997682,71,0.007896697967415775,2,0.7487933959348315,9162.748939736235,44,1,1
2708,42,0.36531687898289705,2355,0.8533320702957159,3,0.9149848086871811,2758.1688944132025,56,1,1
2522,45,0.5626811786681262,547,0.3789483571974045,3,0.7757976966182475,1445.8833758732076,38,0,1
1962,38,0.43979400528077206,0,0.0,3,0.37698734179146093,1438.3,48,1,1
1934,45,0.6530945227578007,2517,0.5879359833557205,4,0.5423170788041605,4286.829211958397,54,2,1
2459,43,0.5123722852628753,485,0.0947148502439461,3,0.7424871322078359,5075.902952234268,56,2,1
6264,66,0.7826246609264925,0,0.0,3,0.6114923082535633,3254.350452402023,39,3,1
5002,59,0.532753697902407,0,0.0,2,1.0590875291939663,13514.518168611869,52,1,1
2036,41,0.37849134012194263,0,0.0,2,0.4865708519885409,1803.5866463277748,46,3,1
1928,33,0.5568379891774929,1748,0.2564974907916944,2,0.5762136164795694,6827.140515665112,42,3,1
2323,44,0.4794690548164108,1664,0.8406901364857995,3,0.8283032946494049,1978.0368469448981,55,2,1
1372,37,0.39475594922435087,1937,0.23097417136004075,1,0.3846333129711543,8402.440308610052,56,1,1
2192,38,0.4691655215400313,0,0.0,4,0.6183413937415337,4047.631034175712,44,1,1
2184,26,0.26314766080210705,0,0.0,1,0.6350862819016214,28886.136473696795,58,2,1
2287,29,0.6081645864109647,0,0.0,3,0.6947867432814835,2688.7375918722923,39,1,1
8736,69,0.742509179755568,1982,0.46743586362391437,3,0.8663565089304754,4231.158000283988,39,1,1
1784,33,0.2834311322816643,0,0.0,2,0.4593857353496883,1732.6626400060888,56,2,1
2666,37,0.5834343488721883,2486,0.9209327373205755,4,0.656755275871491,2700.709481237184,45,2,1
2651,40,0.46836584813495075,22,0.007816276499669844,6,0.799280868188755,2911.8308395404633,49,2,1
2241,40,0.5191842198992964,0,0.0,4,0.6532374138570779,5810.049632225165,43,3,1
1067,26,0.2913856443836034,0,0.0,4,0.3848736922068285,20926.382256015273,53,1,1
2356,44,0.3928397829237157,871,0.6059256350356422,2,0.6250779930169879,1438.3,45,2,1
976,26,0.2665496740816346,1539,0.9566920469047596,2,0.397860495344381,1613.2980444898078,26,1,1
2169,42,0.6189835055141703,0,0.0,6,0.6369541513654092,7269.464355676504,44,2,1
2565,43,0.5281830564411568,59,0.007268986686751945,1,0.7672499226196812,8325.593643602062,44,1,1
1082,21,1.3942491559662251,0,0.0,3,0.8232329060480863,1438.3,56,0,1
8793,79,0.8468914807922219,152,0.004225812861817255,3,0.8471534004845201,34516.0,45,2,1
1979,36,0.38044086733944094,2497,0.12870497289564248,3,0.5561303794610054,19457.24523932838,52,1,1
692,16,0.36171783618135234,242,0.16880900969345916,2,1.0356224083141765,1438.3,55,3,1
1896,33,0.6653583380355615,853,0.061272389242467445,2,0.7470228540340748,13855.414106284947,42,3,1
1346,29,0.5966308794252065,0,0.0,2,1.0233243493347106,12591.459479467769,33,2,1
2493,43,0.4467265528297378,421,0.2569264519240694,4,0.7506782749574873,1637.6530047538072,51,2,1
2403,42,0.3624737014152658,0,0.0,1,0.7646796605090062,4406.209106585972,48,1,1
1741,38,0.45729029622436673,2517,0.073,2,0.4439454546562121,34516.0,42,1,1
2655,39,0.5532622900700024,1010,0.08870006775355035,4,0.9744781300020099,11413.24008130426,45,2,1
9396,81,0.9158268345753416,1546,0.06626348759926393,1,0.9702095372022081,23340.257031519926,54,2,1
1689,35,0.402726001200339,0,0.0,3,0.43712718996955796,17506.321237786597,44,2,1
2283,41,0.48786918793111783,0,0.0,5,0.6012081622477654,1449.8416607098222,45,3,1
2222,44,0.6085341563925123,0,0.0,1,0.7351000930679485,1475.6291705444978,46,2,1
2893,44,0.777780292446451,40,0.0022707341507211456,5,0.9156136380347709,18462.376376301585,59,1,1
2579,49,0.42949984799159263,0,0.0,4,0.7341999391966371,3073.5007600420367,45,1,1
693,17,0.7592717089755074,0,0.0,1,0.6622851983882801,8029.535055959901,49,3,1
4852,56,0.6252213500753612,693,0.11373127260718256,4,0.9776039690127285,6077.396030987272,44,1,1
8779,73,0.9441853451607901,456,0.012959371508867543,2,0.9103250279290596,34516.0,48,3,1
2044,33,0.27674892790411876,2517,0.43350115456479515,6,0.5917601436764149,5802.735073126577,45,3,1
2291,46,0.6353817001525842,0,0.0,4,0.5997993723787741,5792.093674371808,50,2,1
2154,40,0.3744674137147877,0,0.0,3,0.6774212390052862,3911.3271509154965,44,1,1
6466,64,0.8043669588810936,0,0.0,1,0.5828102978116254,3332.1615603882365,31,3,1
2714,52,0.4205556965677352,2382,0.5466762667053601,4,0.8718475707455766,4362.622994583535,41,1,1
2974,45,0.6293006306825022,0,0.0,4,0.7795288866382396,2082.3675479341828,49,1,1
907,18,0.8447530364858822,0,0.0,2,0.8572287906215567,1438.3,45,2,1
817,28,0.6419634963698535,2517,0.869489392343948,2,0.9459975073358569,2897.027142306166,52,2,1
2103,36,0.39147703689887675,0,0.0,3,0.6521519198324803,1739.1277151956808,47,1,1
2031,33,0.49008396049453845,1061,0.7273619091274582,3,0.6714905002010203,1459.3905438178444,41,2,1
2342,37,0.3780268472737677,0,0.0,4,0.8641389848556561,1977.522543402994,57,1,1
1584,31,0.727553642903644,2116,0.12752065402221663,1,0.7079246188501408,16646.007522709602,42,1,1
5061,60,0.4623463032514763,624,0.017988626162842834,2,1.0009203831398998,34516.0,45,1,1
1258,22,0.30863143602701215,2155,0.3127829734126061,2,0.4493241367571502,6903.839571120498,38,3,1
2345,40,0.4804041289355583,470,0.31986621881522115,2,0.5810505468271162,1471.4634825702738,36,0,1
2125,41,0.5069009787338222,0,0.0,3,0.455394040198963,1575.1710515586342,43,3,1
2450,48,0.5281062033665065,2450,0.8507312281815816,2,0.6292178126498329,2878.884105687338,45,1,1
886,24,0.6678381933942905,0,0.0,2,0.8052588707118405,1438.3,55,3,1
2424,45,0.8965804912849347,0,0.0,1,0.6824594129049719,2008.5967485474891,40,1,1
2062,42,0.543217434697852,0,0.0,2,0.6229084403665597,11151.567361654454,51,2,1
3200,42,0.2648940122368131,0,0.0,4,0.8648870217890852,3526.260948298705,45,3,1
2732,52,0.4613587434973327,0,0.0,5,0.8374797457871962,1739.9994770130409,46,1,1
2278,40,0.45884597882619277,2517,0.4447782798329663,4,0.7524886253010343,5658.049781920888,45,2,1
2328,36,0.3275815066577392,0,0.0,1,0.8666735590914879,4402.76787831295,42,1,1
1709,46,0.42199183439469984,4,0.00020081656053001328,1,0.5533829866735441,26097.886017637484,44,3,1
1896,38,0.5319406894609228,1561,0.22488418887990863,2,0.5827492975104842,6992.675786471215,41,1,1
802,17,0.303933640715004,0,0.0,2,0.6859049519309982,1438.3,52,1,1
2058,49,0.44544405756424965,0,0.0,1,0.3710767269134444,1702.3364125152139,38,3,1
868,25,0.4538631790300441,0,0.0,2,0.6990961974484704,1438.3,56,3,1
2435,41,0.4999879732951376,425,0.05394641307758842,3,0.6169194584368837,7955.428695379293,45,1,1
6584,71,1.1209449602371082,0,0.0,1,0.7883043065469195,3718.7435169923924,32,3,1
1866,40,0.510583056267465,2232,0.5071484913103589,4,0.553883388746507,4400.739094159518,46,1,1
8211,77,0.8479872708518243,0,0.0,2,0.7249114562333582,3911.5658531642275,43,2,1
2536,42,0.5601100553251572,0,0.0,4,0.7113203815972922,2424.101766834164,49,1,1
8792,71,0.913986393248857,1414,0.333064212534833,1,1.0189780987959407,4279.2891888848035,38,1,1
2351,50,0.6138164852126465,0,0.0,2,0.6126362537477483,3320.9618109723783,53,2,1
8597,58,0.9821142956830247,0,0.0,4,0.891063030145113,4967.5813706737,44,1,1
2960,44,0.6414975680189253,0,0.0,4,0.7638576701817444,2087.6898478628036,51,1,1
2883,52,0.6113175912708503,0,0.0,4,0.8261198883287834,2185.6971127691836,43,3,1
2268,40,0.4352765411673375,2271,0.4115021745960898,6,0.5446937840279473,5520.710411256124,43,2,1
2164,47,0.40728247370369897,1499,0.11144952778813776,3,0.6721270704959821,13419.904086534567,40,3,1
630,16,0.3527196956855796,987,0.08564015215721019,2,0.2683921724448382,11610.476057472813,37,2,1
694,13,0.17381795139414952,553,0.37387664806491255,2,0.6486380593853273,1478.2459301578485,52,3,1
7895,71,0.7750413200998062,0,0.0,2,0.7821570521023898,7727.943992278388,47,3,1
2652,42,0.48682934271451717,776,0.4816963963638228,3,0.7488348496032737,1609.2097449424602,48,3,1
2596,39,0.3938833175151559,0,0.0,3,0.6438532347866995,1534.1905194640533,37,0,1
2393,43,0.4896646212873588,1615,0.40065878286206785,4,0.7508636322298802,4024.0208810574672,54,3,1
9328,69,0.8620807311381763,279,0.04384207378052543,2,0.9763017082114374,6267.412490536754,36,2,1
2339,47,0.5396665056522163,0,0.0,5,0.7784224698184093,1438.3,38,1,1
2379,31,0.3770688479710286,1033,0.41527187876811644,2,0.4905080863147071,2488.9991685093255,53,3,1
1722,42,0.4742043257737089,0,0.0,2,0.28911232914536933,1448.2768996320756,50,3,1
2262,45,0.709661923724833,1573,0.8031221779753894,5,0.7295581482606363,1958.4744830760571,56,1,1
1992,46,0.5237864487055053,0,0.0,2,0.3372474295307316,1700.2223833171568,45,1,1
2198,44,0.36466991824568346,0,0.0,4,0.6719086213328056,1457.1786448655157,33,1,1
2779,38,0.5801139012806044,0,0.0,5,0.8226859687078396,3460.1911860302616,45,3,1
5001,52,0.515691819888258,0,0.0,4,0.9696151523277419,12894.558287493575,51,1,1
4932,58,0.6614806177021693,174,0.06064099396971706,5,1.027919811866226,3139.870308060681,52,0,1
8601,64,0.749036668692422,2164,0.0629490931190059,3,0.9642506349736606,34516.0,51,1,1
3066,49,0.5666637909029751,0,0.0,6,0.8619191829598968,2024.2399560983201,42,1,1
7875,64,0.7387281655624925,2295,0.1531283662621563,2,0.9670906114791691,15009.87205598201,43,3,1
9154,62,0.7425953204504316,0,0.0,2,0.9830468215356535,5824.899669732169,48,2,1
1394,35,0.4997891055709174,1706,0.13777983737653043,3,0.7273186443566272,12374.140217279086,47,3,1
2102,41,0.5550352709645433,0,0.0,1,0.5768109681599296,23448.57000647891,43,3,1
2761,47,0.8108841455160134,2517,0.5929548552764654,1,0.6869701867329835,4244.4889262306215,50,1,1
4849,49,0.5126539698699804,0,0.0,1,0.985253822038966,33884.39185375507,56,1,1
2173,48,0.5159490540796107,0,0.0,2,0.5257051830770081,3303.6178334761667,50,0,1
1540,36,0.47627715312033364,251,0.04270112438339951,2,0.7270491944381519,5942.7010393643195,56,1,1
1770,43,0.49796620315476203,1320,0.06488159157315389,2,0.34075191753122847,20388.646452360765,43,1,1
1610,32,0.5344164516938547,0,0.0,1,0.4963264979496864,27273.11045989511,48,0,1
2501,43,0.6917322899198154,178,0.021986466513791623,2,0.6312419115266176,8130.839289390633,43,1,1
2585,44,0.5030573578666812,0,0.0,4,0.9001755453846866,1438.3,51,3,1
2469,38,0.27770241121711303,0,0.0,1,0.5105619289736903,1489.9834404127755,44,1,1
2343,42,0.42896319238984665,433,0.2706880850115951,5,0.6533212751739262,1598.240661201295,43,1,1
2349,45,0.6570549095446854,0,0.0,6,0.5783840930255653,1713.8527454772343,43,1,1
1650,34,0.6504185545263577,0,0.0,2,0.63510796086826,5107.737501410423,55,1,1
1899,35,0.33141299460863793,0,0.0,1,0.6292524280350829,5389.430170886645,46,1,1
1048,26,0.528600191783848,0,0.0,1,0.7147001759026135,5851.555953239905,32,0,1
7453,63,0.6299753320844121,0,0.0,2,0.9063884708552384,31922.526597882286,38,3,1
948,22,0.5027097864735525,0,0.0,1,0.43515344604952394,6181.435630699682,28,1,1
2844,54,0.8219770803514398,0,0.0,3,0.6868368433444134,1532.9356530773143,36,1,1
2512,38,0.3913735249453831,0,0.0,3,0.7158414316971768,2415.572885274592,48,3,1
1483,37,0.2772868919803164,0,0.0,4,0.32422851847693407,34516.0,49,0,1
1991,37,0.35565529428832,0,0.0,2,0.4419541177798045,1711.5485289613778,58,3,1
1964,41,0.6039949856995022,2517,0.073,3,0.5041693864071836,34516.0,44,1,1
1104,25,0.27091951563718164,2196,0.08943811561490664,3,0.3336856531552801,24622.77905949925,53,1,1
2064,49,0.6358192058944651,0,0.0,1,0.4268733427947394,1689.0796726953365,40,2,1
2716,62,0.7023423067253487,0,0.0,5,0.8652577446616877,1690.9537837158352,36,2,1
1742,35,0.38843962122080733,1137,0.03333347246478441,3,0.5585486917373027,34516.0,45,1,1
1792,47,0.45161729138012224,2509,0.07275837795572301,3,0.38339363455487574,34516.0,48,2,1
2302,43,0.38711999486198245,0,0.0,4,0.661397205239707,1451.6491634986687,53,0,1
805,19,0.44288780371932635,1337,0.23878223048244357,3,0.9637378066885525,5574.551481782872,45,0,1
2639,47,0.6570388198046584,2517,0.7285520997772967,2,0.8233214519788726,3456.4013626177157,46,2,1
2491,38,0.41795815862418945,2505,0.860195777064142,2,0.730804222935858,2911.6748563762367,32,3,1
1918,39,0.3722513766203258,1553,0.9278445774439623,3,0.41803998086012,1675.8289202988678,45,1,1
1872,32,0.6823160878401024,782,0.05609355067554987,2,0.7384599572213812,13861.670445974629,43,3,1
7717,74,0.6675269642742233,794,0.022943250001237495,1,0.8396461071723802,34516.0,39,3,1
1020,22,0.8768003994084959,0,0.0,2,0.4859800330188721,28123.60912964212,38,2,1
7926,65,0.8450516841770679,0,0.0,1,0.8945221585481326,23330.722553327276,40,3,1
4233,51,0.46490774202851076,0,0.0,1,0.7880014378399164,34516.0,55,1,1
2228,39,0.46591694851542176,2517,0.5004858050630258,2,0.5900851696218455,5026.656144306717,36,2,1
2094,37,0.32832349905296576,0,0.0,3,0.5385566525233141,1442.6287911829786,43,1,1
2742,36,0.690644518962512,1642,0.8158016139151829,5,0.9417881646219923,2013.6675632862127,48,1,1
1975,43,0.452576468817017,0,0.0,5,0.6086876181027565,3621.2779591072626,47,0,1
2179,37,0.6605477249561338,658,0.38495028790826535,1,0.7254296488656302,1707.4287569185776,44,2,1
980,25,0.44494858496365824,2517,0.8604461402510887,4,0.8015108907466584,2926.0595640782403,53,2,1
2469,58,0.6818728859274756,0,0.0,1,0.662191899818413,1680.0411974181477,34,1,1
9101,74,0.9739893921625817,1628,0.06799042707354944,1,0.9649697288541969,24001.72262658315,40,1,1
1009,28,0.3347481947747146,0,0.0,5,0.8461027170388422,12319.854782420716,47,3,1
2252,39,0.43632974849208467,0,0.0,3,0.6631483126264185,7665.084716438578,43,0,1
2080,47,0.48144284392310177,0,0.0,2,0.39261020679728603,1656.9616009973506,36,3,1
2813,40,0.5120881707619763,0,0.0,4,0.95563688860801,2313.430738907626,44,2,1
2597,49,0.6636343899453714,2001,0.8014885562982526,4,0.7300074330007349,2497.5199529278966,54,1,1
1946,45,0.38899700713393837,568,0.023345350724130555,1,0.383117066225534,24576.645808457335,40,1,1
1324,41,0.6239039143306057,2422,0.07038554700533235,1,0.7647706925680797,34516.0,54,1,1
2692,55,0.43471824122615244,2517,0.584313900107881,4,0.7389334909564498,4309.724224217863,40,2,1
2070,36,0.4654431964120573,2343,0.3947813761435925,5,0.594660277668071,5953.032533093888,45,2,1
2315,38,0.5211221890508098,0,0.0,3,0.6931893379283167,2709.583477484574,49,1,1
2638,50,0.5200705656952195,0,0.0,1,0.7891886500995516,8824.689362468001,52,1,1
4818,56,0.36356354913798833,780,0.02257405815876407,1,1.0224881691891317,34516.0,41,1,1
2567,43,0.608852447876182,0,0.0,4,0.8128734462526015,2460.232109118377,55,1,1
1014,24,0.41362308473202597,1101,0.13284899669517913,3,1.0030784666228012,8305.499359154801,51,1,1
709,21,0.49810723594885364,0,0.0,3,0.955567705131076,4327.930681374303,53,3,1
2159,45,0.3744997579621705,1966,0.7735842780856031,2,0.5319132233977518,2541.2571598097707,37,2,1
2586,42,0.455066802108577,0,0.0,2,0.8267612303815403,1438.3,45,3,1
4033,56,0.6458606099355222,0,0.0,4,0.9857580100997746,18825.3929524367,48,1,1
5304,61,0.8045245378808576,0,0.0,1,0.43049204391518686,7996.664787043416,38,2,1
2259,37,0.6057665888012936,0,0.0,3,0.7616404975641803,1606.349061436224,53,2,1
1760,34,0.3478637433577002,0,0.0,3,0.5670412064742888,1438.3,51,0,1
8226,55,0.7853009542765917,2087,0.2155447968779627,1,0.8794440425365327,9674.74007089422,37,2,1
1011,28,0.43125586648134573,0,0.0,2,0.655980609179695,12529.366536856658,37,2,1
2886,47,0.3566262008207415,0,0.0,3,0.8368960644827668,2175.9480322413833,49,3,1
2119,37,0.5603357633725452,0,0.0,3,0.6933797328569972,1438.3,50,1,1
1899,45,0.522506107483077,1149,0.6739550696059216,2,0.4959476381765652,1710.0714102768457,50,1,1
2173,38,0.42192676225374526,0,0.0,3,0.5686890889733879,1449.259789118554,48,3,1
2489,57,0.6413394158498625,0,0.0,1,0.6520927409379744,1684.7844924365208,40,1,1
1880,39,0.38847780389800163,0,0.0,2,0.6225073987006662,21006.95101646076,48,3,1
2522,44,0.49010238674342244,1767,0.4248930211467785,3,0.7580324470636696,4158.116314220358,51,3,1
9394,72,0.7730355644051797,1751,0.1560118179773458,3,0.8105414733938526,11358.512315106485,54,1,1
2776,35,0.45499940445719106,0,0.0,3,0.869151782198737,1839.9180488837378,37,3,1
751,22,0.47557515227083513,0,0.0,5,0.7152007679226335,12368.869533418325,49,3,1
2451,38,0.435090893441589,2517,0.6499537031723996,2,0.7951456339564077,3875.0176801004022,54,2,1
1854,37,0.6119793004537432,930,0.06813392220616284,2,0.6139611883507684,13686.900160474594,45,3,1
1751,40,0.24999892792979153,0,0.0,3,0.330801820329102,4291.123326259207,47,1,1
843,21,0.6792467919110979,358,0.24952249418482234,3,0.9657994847024418,1438.3,54,3,1
2280,39,0.5193726034446842,0,0.0,4,0.6647288101257334,5749.766897701071,47,3,1
1116,29,0.3147943746965657,0,0.0,3,0.6130067549395994,34516.0,40,1,1
2470,41,0.3504836213196512,0,0.0,5,0.7188466855549185,2869.8543719490945,41,2,1
2206,38,0.7862009536294847,0,0.0,2,0.6293199235472187,9354.008262081827,45,2,1
1600,33,0.3602864239298219,0,0.0,2,0.5320024837543768,34516.0,48,0,1
2149,40,0.47584056405958675,2298,0.8299258643444045,2,0.4951790226092659,2769.209773907341,47,1,1
2416,45,0.7424085136996725,800,0.5297206386755798,2,0.8023664005518418,1512.0797336877026,53,1,1
2278,48,0.5307227517709118,2514,0.33557965591073713,4,0.6627316952621727,7501.8496316697865,58,1,1
8120,89,1.0278112953260758,0,0.0,5,0.7614859121815322,34516.0,50,1,1
2655,44,0.441924096882504,2444,0.8616418052559609,3,0.7817690674633737,2836.724888213731,49,1,1
1053,28,0.2885494352681794,0,0.0,4,0.9090025185025197,12361.806780900528,44,2,1
2430,46,0.5469264701719895,0,0.0,4,0.877526959049956,5020.475513644595,46,3,1
1069,25,0.36508242771313304,47,0.003232104363090129,2,0.791389521194997,14532.212893563556,55,2,1
905,18,0.5333603697388505,180,0.08508407996323239,1,0.9567530887564811,2253.431434510229,54,1,1
2424,43,0.47225295843232384,1004,0.4149331934717493,4,0.692688124192289,2423.29911875208,43,1,1
2096,50,0.7029076957288315,0,0.0,4,0.5369513317392458,1759.747115491526,41,1,1
8740,71,0.9048709703519283,1438,0.3434024360642764,1,1.0206455542039155,4211.590499321029,37,1,1
7658,72,0.7924244075116845,0,0.0,2,0.8194085897344419,5279.475265072515,47,0,1
7651,71,0.7545129233866561,0,0.0,1,0.8161502839006373,3985.124437127325,47,1,1
2455,42,0.4599032964463539,0,0.0,4,0.8023700171212678,6462.243168664148,44,2,1
2182,42,0.5332850440020792,2403,0.47035014661947083,2,0.5605569892403277,5121.964222900567,37,3,1
2732,44,0.3916382282457804,0,0.0,2,0.9128051285241174,1620.820512965508,41,1,1
2309,42,0.42969578895405885,0,0.0,3,0.865088010294924,1920.9441981772861,47,1,1
2091,42,0.43091343275125377,67,0.020779243170791474,2,0.5255367583218493,3288.06490819505,45,0,1
1415,37,0.35473183212819276,0,0.0,3,0.5248653577202191,34516.0,44,1,1
2056,40,0.5217916681176761,1557,0.4149970759215666,2,0.49199824555294,3754.028071152961,49,1,1
2842,43,0.4088699755675188,1497,0.8489731939325668,2,0.842813674641129,1768.5120586379549,41,1,1
2065,50,0.3975770160130955,189,0.014728909434844707,4,0.9268025107781219,13020.214527084527,51,2,1
1645,30,0.5909860505252869,0,0.0,2,0.3640803194477205,13684.376811849928,46,0,1
2831,48,0.6,0,0.0,3,0.8611284510702265,1464.1565249010253,48,2,1
8025,63,0.75,2449,0.07107789429697427,5,1.0361960197751219,34516.0,41,2,1
4730,53,0.7374536053763967,1366,0.09695411579081425,3,1.037708653170291,14050.32982009448,47,2,1
7908,76,0.7981980691655245,44,0.0044688505642956,2,0.7933294826179905,9314.457298418267,55,1,1
2475,49,0.43882677610169346,0,0.0,2,0.6645175625332623,4384.452585304356,55,2,1
1854,36,0.21914112199574526,1644,0.19236804375149297,3,0.3696242958984029,8560.847387479098,45,2,1
2194,38,0.4098734645855536,0,0.0,1,0.6333272256647519,29015.21125264731,52,2,1
1736,32,0.3354102100515538,1239,0.25968579975148837,1,0.4746662361929997,4764.775460557835,45,2,1
4925,53,0.5439543828291997,2517,0.6699698091064543,1,1.0497863479318081,3787.1046756359647,50,1,1
2257,33,0.5732503000438499,0,0.0,3,0.7016036385491196,9187.096613199477,40,1,1
2217,44,0.42544102816630974,938,0.5839771017035257,1,0.546484001798729,1606.060226007835,53,3,1
2500,41,0.5499741911307884,0,0.0,2,0.7384765621483522,8774.927315427492,56,1,1
2468,42,0.6477607361591888,231,0.028506963079055647,2,0.6135195362466692,8109.438685278997,43,1,1
2318,44,0.4920292971087208,386,0.2469414057825584,4,0.5909494634846653,1567.9201663759445,40,1,1
2831,44,0.5466521524093707,0,0.0,5,0.6916673923795315,1447.7425690235414,38,1,1
2070,41,0.5010023756818097,0,0.0,3,0.4668773653826496,2242.167772571735,41,1,1
1835,41,0.5436537163912897,0,0.0,4,0.4570620286166872,3342.3828633914527,41,3,1
794,16,0.21498331541049012,0,0.0,2,0.6661001075370594,1438.3,53,1,1
8022,69,0.8597015918804309,2242,0.06465431219682663,4,0.8402271325656413,34516.0,50,2,1
4862,55,0.6548743496367779,706,0.11580790775137204,4,0.9793973640828759,6172.2423814593985,43,1,1
1761,46,0.5699974474857179,0,0.0,1,0.6274519975428758,4370.950460971433,47,1,1
1930,33,0.3099420713404176,0,0.0,5,0.5773252772403066,5461.236923006524,45,2,1
1977,31,0.31554902583558975,65,0.02035411411775736,4,0.5204334174115882,3239.029459858791,49,1,1
2742,49,0.689720831458133,224,0.06974766866217583,4,0.7925820658373445,3167.782360067373,47,1,1
7547,58,0.7065373979316985,1714,0.04971098794146368,1,0.5891126804291196,34264.310268721856,44,1,1
2448,50,0.6373431903709359,0,0.0,2,0.611489771214432,1687.5362946900404,32,1,1
2761,50,0.7178291246136994,489,0.019789578432066038,2,0.7945039159176441,24625.060689079197,56,1,1
964,25,0.614882324593348,1431,0.1768823542255441,4,0.8904706002533056,8076.058801052978,45,3,1
2432,48,0.644026059331179,0,0.0,4,0.7660863950543553,4795.579616193675,49,2,1
2544,41,0.4600704474176116,2517,0.8663475152715938,2,0.6899009575690219,2904.6524847284063,31,2,1
1977,31,0.29878671466313017,0,0.0,1,0.5672763806692731,10922.757938353203,47,1,1
2521,50,0.5359316980031616,0,0.0,4,0.7445258361965581,6426.385727923942,44,1,1
4931,58,0.3712104699726801,658,0.019084008774366827,2,1.0085880614205678,34516.0,42,1,1
1534,36,0.2856131691908537,0,0.0,2,0.3123806010852598,2468.1975059852766,48,1,1
2376,47,0.8064123860668035,1878,0.36903932920863836,3,0.7099034305508838,5095.303945431098,36,2,1
2596,41,0.37623514774667366,0,0.0,3,0.6451457373159802,4730.492351190285,47,1,1
4763,58,0.4950059210442597,0,0.0,1,0.9995751890495381,6171.308318179678,52,1,1
8282,69,0.8274109507775824,0,0.0,2,0.8163385479893249,23078.230847400377,46,3,1
1198,25,0.2862475514786881,203,0.013885466016393505,2,0.5850186868824344,14635.093928958315,53,2,1
1206,34,0.5275132070337003,0,0.0,1,0.8757697678247534,12473.415814259803,38,2,1
1986,50,0.4659393411208231,0,0.0,3,0.3920647331449993,1438.3,40,1,1
1902,42,0.45002844595247427,2509,0.18639934367426733,1,0.6189507658749399,13455.776804653387,42,1,1
732,19,0.5052427168959188,826,0.5664786967982206,1,0.6222907971067914,1470.846248590733,61,3,1
5432,69,0.7417512190572011,0,0.0,4,1.0509355041470445,12914.415053943587,51,2,1
679,24,0.6712584451663474,1336,0.16927797830136704,2,0.4834761478826117,7923.992200125284,38,2,1
2741,51,0.6745912193629452,1876,0.8047956096814727,3,0.8219267297819927,2331.2705398240896,46,2,1
1672,32,0.5875733210994295,0,0.0,3,0.5508410303054876,7168.137810401521,49,2,1
8507,71,0.6870456265436437,0,0.0,5,0.9890644273834862,4310.037573120708,48,2,1
2717,37,0.4710592115369323,0,0.0,1,0.7082451354290975,1716.6104646652345,55,1,1
8803,68,0.7388217939300179,0,0.0,4,0.888528836185776,15958.241957000126,45,0,1
1306,31,0.9158586320339626,2517,0.22382498726620964,2,0.8034084537608975,11235.010626502486,60,2,1
9266,62,0.8270713645667387,0,0.0,1,0.9105835432559325,34516.0,33,1,1
2694,47,0.7253387415654144,2517,0.7094608325300394,3,0.7634841048130393,3549.4262536148226,47,2,1
2679,46,0.41256029035289193,0,0.0,5,0.742605482783639,1529.5465833937944,41,0,1
2066,36,0.7659268405296835,96,0.0031728043231468925,2,0.6526269211563004,30521.445992110293,53,1,1
4695,55,0.5603216051390275,22,0.0057783259724075026,4,1.0306115411110985,2927.3145743071045,46,1,1
2129,39,0.4233663321246289,0,0.0,4,0.5771497773806051,1438.3,43,3,1
2473,43,0.6335299389602967,0,0.0,2,0.8510966956886841,1833.5632502742835,50,2,1
2064,34,0.5801577025973392,1077,0.7087533231108689,3,0.6539022282392513,1526.7696887646573,39,3,1
8734,58,0.7585351770414759,0,0.0,2,0.9770426984608138,15666.2880119798,57,0,1
2801,37,0.41014078440133295,0,0.0,3,0.8024119953642408,1668.2082254391692,47,3,1
2388,43,0.49743343844807725,586,0.34103608836472493,4,0.5886816404734058,1721.9346370978583,47,0,1
2276,43,0.5214215351525835,212,0.014552100975355092,4,0.6675492205558542,14287.481057224968,46,2,1
2274,54,0.6384973754461849,210,0.006882661712213543,2,0.7228782411849123,29316.87709654573,41,2,1
1674,37,0.27515629548749676,0,0.0,2,0.2512909371640152,1438.3,48,3,1
1435,34,0.2422564283709826,352,0.0714673466452102,1,0.36568988437310146,4995.062832132977,52,1,1
2183,40,0.5176800146513449,0,0.0,2,0.4296551349150995,2297.60823572504,58,2,1
2592,41,0.6167842384874689,887,0.47455594388380357,5,0.7203145146863623,1871.1915405534164,47,3,1
810,21,0.8110068364149208,0,0.0,2,0.7206079427279878,8684.96330645252,48,1,1
2067,44,0.5809522678806671,0,0.0,3,0.5719783257296027,7314.466423152556,38,1,1
2107,48,0.5732714339074134,0,0.0,3,0.6173689385313946,1438.3,47,0,1
2174,45,0.5026832143472567,2226,0.2930680991716473,4,0.6355966590457323,7587.777246355181,40,2,1
1298,35,0.6937155955281408,0,0.0,4,0.6791721900358447,1481.2493075900563,52,3,1
2304,43,0.3728516321854548,151,0.019244701149480528,2,0.7035317931031168,7927.463720304286,49,3,1
8572,63,0.7386537808293426,2236,0.06502115972535917,4,0.9624556797361994,34516.0,49,1,1
1727,42,0.3305673381106339,873,0.6070876777068958,3,0.28134327285967803,1438.3,39,2,1
